|dates|Sevier_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sevier_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sevier_Arkansas_UnitedStates.Male_Total_Population.data|Sevier_Arkansas_UnitedStates.Male_Total_Population.missing|Sevier_Arkansas_UnitedStates.Female_Total_Population.data|Sevier_Arkansas_UnitedStates.Female_Total_Population.missing|Sevier_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Sevier_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2493.0|0|8622.0|0|8517.0|0|4874.0|0
