|dates|McCone_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McCone_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McCone_Montana_UnitedStates.Male_Total_Population.data|McCone_Montana_UnitedStates.Male_Total_Population.missing|McCone_Montana_UnitedStates.Female_Total_Population.data|McCone_Montana_UnitedStates.Female_Total_Population.missing|McCone_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|McCone_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|438.0|0|860.0|0|815.0|0|339.0|0
