|dates|Montour_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Montour_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Montour_Pennsylvania_UnitedStates.Male_Total_Population.data|Montour_Pennsylvania_UnitedStates.Male_Total_Population.missing|Montour_Pennsylvania_UnitedStates.Female_Total_Population.data|Montour_Pennsylvania_UnitedStates.Female_Total_Population.missing|Montour_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Montour_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3838.0|0|8814.0|0|9426.0|0|3725.0|0
