|dates|Baca_Colorado_UnitedStates.AveragePrecipitationTotal.data|Baca_Colorado_UnitedStates.AveragePrecipitationTotal.missing|Baca_Colorado_UnitedStates.AveragePrecipitation.data|Baca_Colorado_UnitedStates.AveragePrecipitation.missing|Baca_Colorado_UnitedStates.AverageWindDirection.data|Baca_Colorado_UnitedStates.AverageWindDirection.missing|Baca_Colorado_UnitedStates.AverageWindSpeed.data|Baca_Colorado_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|259.1666666666667|0|10.5|0
0|2020-01-02|0.0|0|0.0|0|283.5416666666667|0|11.125|0
0|2020-01-03|0.0|0|0.0|0|230.41666666666666|0|7.708333333333333|0
0|2020-01-04|0.0|0|0.0|0|229.58333333333334|0|11.458333333333334|0
0|2020-01-05|0.0|0|0.0|0|176.66666666666666|0|13.25|0
0|2020-01-06|0.0|0|0.0|0|297.0833333333333|0|10.791666666666666|0
0|2020-01-07|0.0|0|0.0|0|245.41666666666666|0|6.541666666666667|0
0|2020-01-08|0.0|0|0.0|0|250.0|0|6.0|0
0|2020-01-09|0.0|0|0.0|0|150.625|0|7.541666666666667|0
0|2020-01-10|0.0|0|0.0004166666666666667|0|210.625|0|14.875|0
0|2020-01-11|0.0004166666666666667|0|0.0|0|215.41666666666666|0|11.208333333333334|0
0|2020-01-12|0.0|0|0.0|0|251.25|0|9.75|0
0|2020-01-13|0.0|0|0.0|0|221.25|0|10.0|0
0|2020-01-14|0.0|0|0.0|0|240.83333333333334|0|10.875|0
0|2020-01-15|0.0|0|0.0|0|140.0|0|7.958333333333333|0
0|2020-01-16|0.0|0|0.0|0|162.5|0|12.875|0
0|2020-01-17|0.0|0|0.0|0|233.33333333333334|0|20.75|0
0|2020-01-18|0.0|0|0.0|0|201.25|0|11.0|0
0|2020-01-19|0.0|0|0.0|0|178.75|0|8.541666666666666|0
0|2020-01-20|0.0|0|0.0|0|167.5|0|8.458333333333334|0
0|2020-01-21|0.0|0|0.0|0|186.25|0|22.125|0
0|2020-01-22|0.0|0|0.0|0|319.1666666666667|0|11.583333333333334|0
0|2020-01-23|0.0|0|0.0|0|317.5|0|12.666666666666666|0
0|2020-01-24|0.0|0|0.0|0|159.58333333333334|0|5.75|0
0|2020-01-25|0.0|0|0.0|0|208.75|0|10.875|0
0|2020-01-26|0.0|0|0.0|0|173.33333333333334|0|6.458333333333333|0
0|2020-01-27|0.0|0|0.0008333333333333334|0|149.58333333333334|0|10.208333333333334|0
0|2020-01-28|0.004166666666666667|0|0.0033333333333333335|0|241.66666666666666|0|15.0|0
0|2020-01-29|0.0|0|0.0|0|156.66666666666666|0|5.791666666666667|0
0|2020-01-30|0.0|0|0.0|0|255.41666666666666|0|10.708333333333334|0
0|2020-01-31|0.0|0|0.0|0|302.5|0|11.791666666666666|0
0|2020-02-01|0.0|0|0.0|0|276.6666666666667|0|10.791666666666666|0
0|2020-02-02|0.0|0|0.0|0|227.08333333333334|0|15.25|0
0|2020-02-03|0.0|0|0.0|0|110.41666666666667|0|13.666666666666666|0
0|2020-02-04|0.0|0|0.0004166666666666667|0|137.08333333333334|0|16.208333333333332|0
0|2020-02-05|0.0|0|0.0|0|299.375|0|8.5625|0
0|2020-02-06|0.0|0|0.0|0|293.75|0|11.375|0
0|2020-02-07|0.0|0|0.012083333333333335|0|295.0|0|10.5|0
0|2020-02-08|0.012083333333333333|0|0.0|0|211.66666666666666|0|15.708333333333334|0
0|2020-02-09|0.0|0|0.0|0|216.66666666666666|0|13.791666666666666|0
0|2020-02-10|0.0|0|0.0004166666666666667|0|89.16666666666667|0|8.666666666666666|0
0|2020-02-11|0.005|0|0.005833333333333334|0|126.66666666666667|0|11.0|0
0|2020-02-12|0.00125|0|0.0|0|209.58333333333334|0|16.166666666666668|0
0|2020-02-13|0.0|0|0.0|0|147.5|0|11.958333333333334|0
0|2020-02-14|0.0|0|0.0|0|199.58333333333334|0|17.208333333333332|0
0|2020-02-15|0.0|0|0.0|0|191.25|0|10.666666666666666|0
0|2020-02-16|0.0|0|0.0|0|146.25|0|7.708333333333333|0
0|2020-02-17|0.0|0|0.0|0|112.08333333333333|0|12.125|0
0|2020-02-18|0.0|0|0.0|0|92.08333333333333|0|9.125|0
0|2020-02-19|0.0|0|0.0020833333333333333|0|163.33333333333334|0|18.4375|0
0|2020-02-20|0.002916666666666667|0|0.0020833333333333333|0|219.58333333333334|0|9.604166666666666|0
0|2020-02-21|0.0|0|0.0|0|180.41666666666666|0|6.583333333333333|0
0|2020-02-22|0.0|0|0.0|0|163.33333333333334|0|5.75|0
0|2020-02-23|0.0|0|0.0025|0|274.1666666666667|0|16.333333333333332|0
0|2020-02-24|0.005|0|0.0025|0|253.75|0|10.145833333333334|0
0|2020-02-25|0.0|0|0.0016666666666666668|0|342.0833333333333|0|26.291666666666668|0
0|2020-02-26|0.0016666666666666668|0|0.0|0|228.33333333333334|0|8.166666666666666|0
0|2020-02-27|0.0|0|0.0|0|256.6666666666667|0|12.375|0
0|2020-02-28|0.0|0|0.0|0|199.16666666666666|0|9.041666666666666|0
0|2020-02-29|0.0|0|0.0|0|230.0|0|8.166666666666666|0
0|2020-03-01|0.0|0|0.0|0|151.04166666666666|0|11.645833333333334|0
0|2020-03-02|0.0|0|0.0|0|201.25|0|10.791666666666666|0
0|2020-03-03|0.0|0|0.0|0|192.5|0|10.291666666666666|0
0|2020-03-04|0.0|0|0.0|0|227.08333333333334|0|13.291666666666666|0
0|2020-03-05|0.0|0|0.0|0|155.83333333333334|0|11.041666666666666|0
