|dates|Stark_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stark_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stark_Illinois_UnitedStates.Male_Total_Population.data|Stark_Illinois_UnitedStates.Male_Total_Population.missing|Stark_Illinois_UnitedStates.Female_Total_Population.data|Stark_Illinois_UnitedStates.Female_Total_Population.missing|Stark_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Stark_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1210.0|0|2687.0|0|2740.0|0|1167.0|0
