|dates|Swisher_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Swisher_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Swisher_Texas_UnitedStates.Male_Total_Population.data|Swisher_Texas_UnitedStates.Male_Total_Population.missing|Swisher_Texas_UnitedStates.Female_Total_Population.data|Swisher_Texas_UnitedStates.Female_Total_Population.missing|Swisher_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Swisher_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1319.0|0|3975.0|0|3487.0|0|1874.0|0
