|dates|Clark_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Clark_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Clark_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Clark_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Clark_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Clark_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Clark_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Clark_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-02|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-03|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-04|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-05|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-06|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-07|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-08|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-09|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-10|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-11|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-12|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-13|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-14|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-15|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-16|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-17|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-18|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-19|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-20|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-21|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-22|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-23|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-24|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-25|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-26|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-27|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-28|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-29|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
0|2020-01-30|16509.0|0|776.0|0|4.489441712467458|0|17285.0|0
