|dates|Jasper_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jasper_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jasper_Texas_UnitedStates.Male_Total_Population.data|Jasper_Texas_UnitedStates.Male_Total_Population.missing|Jasper_Texas_UnitedStates.Female_Total_Population.data|Jasper_Texas_UnitedStates.Female_Total_Population.missing|Jasper_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Jasper_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7021.0|0|17762.0|0|18110.0|0|8611.0|0
