|dates|Pepin_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pepin_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pepin_Wisconsin_UnitedStates.Male_Total_Population.data|Pepin_Wisconsin_UnitedStates.Male_Total_Population.missing|Pepin_Wisconsin_UnitedStates.Female_Total_Population.data|Pepin_Wisconsin_UnitedStates.Female_Total_Population.missing|Pepin_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Pepin_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1631.0|0|3725.0|0|3564.0|0|1521.0|0
