|dates|Carlisle_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Carlisle_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Carlisle_Kentucky_UnitedStates.Male_Total_Population.data|Carlisle_Kentucky_UnitedStates.Male_Total_Population.missing|Carlisle_Kentucky_UnitedStates.Female_Total_Population.data|Carlisle_Kentucky_UnitedStates.Female_Total_Population.missing|Carlisle_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Carlisle_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1023.0|0|2353.0|0|2418.0|0|1086.0|0
