|dates|Miami_Indiana_UnitedStates.BLS_EmployedPopulation.data|Miami_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Miami_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Miami_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Miami_Indiana_UnitedStates.BLS_UnemploymentRate.data|Miami_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Miami_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Miami_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-02|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-03|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-04|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-05|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-06|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-07|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-08|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-09|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-10|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-11|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-12|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-13|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-14|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-15|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-16|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-17|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-18|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-19|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-20|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-21|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-22|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-23|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-24|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-25|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-26|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-27|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-28|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-29|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-30|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-01-31|14342.5|0|642.0|0|4.284427241482866|0|14984.5|0
0|2020-02-01|14283.0|0|634.5|0|4.253393665158371|0|14917.5|0
0|2020-02-02|14283.0|0|634.5|0|4.253393665158371|0|14917.5|0
0|2020-02-03|14283.0|0|634.5|0|4.253393665158371|0|14917.5|0
0|2020-02-04|14283.0|0|634.5|0|4.253393665158371|0|14917.5|0
0|2020-02-05|14283.0|0|634.5|0|4.253393665158371|0|14917.5|0
0|2020-02-06|14283.0|0|634.5|0|4.253393665158371|0|14917.5|0
0|2020-02-07|14283.0|0|634.5|0|4.253393665158371|0|14917.5|0
0|2020-02-08|14283.0|0|634.5|0|4.253393665158371|0|14917.5|0
0|2020-02-09|14283.0|0|634.5|0|4.253393665158371|0|14917.5|0
0|2020-02-10|14283.0|0|634.5|0|4.253393665158371|0|14917.5|0
0|2020-02-11|14283.0|0|634.5|0|4.253393665158371|0|14917.5|0
0|2020-02-12|14283.0|0|634.5|0|4.253393665158371|0|14917.5|0
0|2020-02-13|14283.0|0|634.5|0|4.253393665158371|0|14917.5|0
0|2020-02-14|14283.0|0|634.5|0|4.253393665158371|0|14917.5|0
0|2020-02-15|14283.0|0|634.5|0|4.253393665158371|0|14917.5|0
0|2020-02-16|14283.0|0|634.5|0|4.253393665158371|0|14917.5|0
0|2020-02-17|14283.0|0|634.5|0|4.253393665158371|0|14917.5|0
0|2020-02-18|14283.0|0|634.5|0|4.253393665158371|0|14917.5|0
0|2020-02-19|14283.0|0|634.5|0|4.253393665158371|0|14917.5|0
0|2020-02-20|14283.0|0|634.5|0|4.253393665158371|0|14917.5|0
0|2020-02-21|14283.0|0|634.5|0|4.253393665158371|0|14917.5|0
0|2020-02-22|14283.0|0|634.5|0|4.253393665158371|0|14917.5|0
0|2020-02-23|14283.0|0|634.5|0|4.253393665158371|0|14917.5|0
0|2020-02-24|14283.0|0|634.5|0|4.253393665158371|0|14917.5|0
