|dates|Sibley_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sibley_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sibley_Minnesota_UnitedStates.Male_Total_Population.data|Sibley_Minnesota_UnitedStates.Male_Total_Population.missing|Sibley_Minnesota_UnitedStates.Female_Total_Population.data|Sibley_Minnesota_UnitedStates.Female_Total_Population.missing|Sibley_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Sibley_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2756.0|0|7560.0|0|7468.0|0|3542.0|0
