|dates|Clay_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clay_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clay_SouthDakota_UnitedStates.Male_Total_Population.data|Clay_SouthDakota_UnitedStates.Male_Total_Population.missing|Clay_SouthDakota_UnitedStates.Female_Total_Population.data|Clay_SouthDakota_UnitedStates.Female_Total_Population.missing|Clay_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Clay_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1717.0|0|7027.0|0|7014.0|0|2456.0|0
