|dates|McLean_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McLean_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McLean_Kentucky_UnitedStates.Male_Total_Population.data|McLean_Kentucky_UnitedStates.Male_Total_Population.missing|McLean_Kentucky_UnitedStates.Female_Total_Population.data|McLean_Kentucky_UnitedStates.Female_Total_Population.missing|McLean_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|McLean_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1800.0|0|4551.0|0|4701.0|0|2205.0|0
