|dates|Forest_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Forest_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Forest_Wisconsin_UnitedStates.Male_Total_Population.data|Forest_Wisconsin_UnitedStates.Male_Total_Population.missing|Forest_Wisconsin_UnitedStates.Female_Total_Population.data|Forest_Wisconsin_UnitedStates.Female_Total_Population.missing|Forest_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Forest_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2064.0|0|4556.0|0|4435.0|0|1751.0|0
