|dates|Hopewell_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hopewell_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hopewell_Virginia_UnitedStates.Male_Total_Population.data|Hopewell_Virginia_UnitedStates.Male_Total_Population.missing|Hopewell_Virginia_UnitedStates.Female_Total_Population.data|Hopewell_Virginia_UnitedStates.Female_Total_Population.missing|Hopewell_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Hopewell_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3546.0|0|10536.0|0|12060.0|0|5867.0|0
