|dates|Harvey_Kansas_UnitedStates.BLS_EmployedPopulation.data|Harvey_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Harvey_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Harvey_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Harvey_Kansas_UnitedStates.BLS_UnemploymentRate.data|Harvey_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Harvey_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Harvey_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-02|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-03|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-04|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-05|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-06|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-07|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-08|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-09|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-10|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-11|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-12|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-13|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-14|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-15|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-16|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-17|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-18|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-19|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-20|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-21|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-22|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-23|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-24|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-25|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-26|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
0|2020-01-27|16657.5|0|531.0|0|3.089274805829479|0|17188.5|0
