|dates|Cache_Utah_UnitedStates.AverageDailyTemperature.data|Cache_Utah_UnitedStates.AverageDailyTemperature.missing|Cache_Utah_UnitedStates.AverageDewPoint.data|Cache_Utah_UnitedStates.AverageDewPoint.missing|Cache_Utah_UnitedStates.AverageRelativeHumidity.data|Cache_Utah_UnitedStates.AverageRelativeHumidity.missing|Cache_Utah_UnitedStates.AverageSurfaceAirPressure.data|Cache_Utah_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-16|40.75|0|29.083333333333332|0|67.79166666666667|0|25.77791666666666|0
