|dates|Cumberland_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cumberland_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cumberland_Maine_UnitedStates.Male_Total_Population.data|Cumberland_Maine_UnitedStates.Male_Total_Population.missing|Cumberland_Maine_UnitedStates.Female_Total_Population.data|Cumberland_Maine_UnitedStates.Female_Total_Population.missing|Cumberland_Maine_UnitedStates.MaleAndFemale_Under18_Population.data|Cumberland_Maine_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|54161.0|0|142464.0|0|151093.0|0|54796.0|0
