|dates|Clay_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clay_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clay_Kansas_UnitedStates.Male_Total_Population.data|Clay_Kansas_UnitedStates.Male_Total_Population.missing|Clay_Kansas_UnitedStates.Female_Total_Population.data|Clay_Kansas_UnitedStates.Female_Total_Population.missing|Clay_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Clay_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1838.0|0|4001.0|0|3996.0|0|1883.0|0
