|dates|Johnson_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Johnson_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Johnson_Arkansas_UnitedStates.Male_Total_Population.data|Johnson_Arkansas_UnitedStates.Male_Total_Population.missing|Johnson_Arkansas_UnitedStates.Female_Total_Population.data|Johnson_Arkansas_UnitedStates.Female_Total_Population.missing|Johnson_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Johnson_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4400.0|0|13264.0|0|13478.0|0|6617.0|0
