|dates|Pratt_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pratt_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pratt_Kansas_UnitedStates.Male_Total_Population.data|Pratt_Kansas_UnitedStates.Male_Total_Population.missing|Pratt_Kansas_UnitedStates.Female_Total_Population.data|Pratt_Kansas_UnitedStates.Female_Total_Population.missing|Pratt_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Pratt_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1895.0|0|4638.0|0|4740.0|0|2313.0|0
