|dates|DeKalb_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|DeKalb_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|DeKalb_Missouri_UnitedStates.Male_Total_Population.data|DeKalb_Missouri_UnitedStates.Male_Total_Population.missing|DeKalb_Missouri_UnitedStates.Female_Total_Population.data|DeKalb_Missouri_UnitedStates.Female_Total_Population.missing|DeKalb_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|DeKalb_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2102.0|0|7905.0|0|4725.0|0|2173.0|0
