|dates|Morgan_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Morgan_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Morgan_Georgia_UnitedStates.Male_Total_Population.data|Morgan_Georgia_UnitedStates.Male_Total_Population.missing|Morgan_Georgia_UnitedStates.Female_Total_Population.data|Morgan_Georgia_UnitedStates.Female_Total_Population.missing|Morgan_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Morgan_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3779.0|0|9068.0|0|9785.0|0|4295.0|0
