|dates|Lincoln_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lincoln_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lincoln_NewMexico_UnitedStates.Male_Total_Population.data|Lincoln_NewMexico_UnitedStates.Male_Total_Population.missing|Lincoln_NewMexico_UnitedStates.Female_Total_Population.data|Lincoln_NewMexico_UnitedStates.Female_Total_Population.missing|Lincoln_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|Lincoln_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5617.0|0|9546.0|0|10010.0|0|3601.0|0
