|dates|Clay_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clay_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clay_Arkansas_UnitedStates.Male_Total_Population.data|Clay_Arkansas_UnitedStates.Male_Total_Population.missing|Clay_Arkansas_UnitedStates.Female_Total_Population.data|Clay_Arkansas_UnitedStates.Female_Total_Population.missing|Clay_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Clay_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3179.0|0|7255.0|0|7592.0|0|3228.0|0
