|dates|Monroe_Wisconsin_UnitedStates.BLS_EmployedPopulation.data|Monroe_Wisconsin_UnitedStates.BLS_EmployedPopulation.missing|Monroe_Wisconsin_UnitedStates.BLS_UnemployedPopulation.data|Monroe_Wisconsin_UnitedStates.BLS_UnemployedPopulation.missing|Monroe_Wisconsin_UnitedStates.BLS_UnemploymentRate.data|Monroe_Wisconsin_UnitedStates.BLS_UnemploymentRate.missing|Monroe_Wisconsin_UnitedStates.BLS_LaborForcePopulation.data|Monroe_Wisconsin_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-02|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-03|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-04|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-05|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-06|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-07|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-08|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-09|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-10|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-11|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-12|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-13|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-14|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-15|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-16|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-17|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-18|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-19|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-20|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-21|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-22|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-23|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-24|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-25|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-26|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-27|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-28|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-29|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-30|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-01-31|22345.0|0|865.5|0|3.7289157924215335|0|23210.5|0
0|2020-02-01|22200.5|0|828.0|0|3.595544651193087|0|23028.5|0
0|2020-02-02|22200.5|0|828.0|0|3.595544651193087|0|23028.5|0
0|2020-02-03|22200.5|0|828.0|0|3.595544651193087|0|23028.5|0
0|2020-02-04|22200.5|0|828.0|0|3.595544651193087|0|23028.5|0
0|2020-02-05|22200.5|0|828.0|0|3.595544651193087|0|23028.5|0
0|2020-02-06|22200.5|0|828.0|0|3.595544651193087|0|23028.5|0
0|2020-02-07|22200.5|0|828.0|0|3.595544651193087|0|23028.5|0
0|2020-02-08|22200.5|0|828.0|0|3.595544651193087|0|23028.5|0
0|2020-02-09|22200.5|0|828.0|0|3.595544651193087|0|23028.5|0
0|2020-02-10|22200.5|0|828.0|0|3.595544651193087|0|23028.5|0
0|2020-02-11|22200.5|0|828.0|0|3.595544651193087|0|23028.5|0
0|2020-02-12|22200.5|0|828.0|0|3.595544651193087|0|23028.5|0
0|2020-02-13|22200.5|0|828.0|0|3.595544651193087|0|23028.5|0
0|2020-02-14|22200.5|0|828.0|0|3.595544651193087|0|23028.5|0
