|dates|Alger_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Alger_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Alger_Michigan_UnitedStates.Male_Total_Population.data|Alger_Michigan_UnitedStates.Male_Total_Population.missing|Alger_Michigan_UnitedStates.Female_Total_Population.data|Alger_Michigan_UnitedStates.Female_Total_Population.missing|Alger_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Alger_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2335.0|0|5033.0|0|4064.0|0|1360.0|0
