|dates|Navarro_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Navarro_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Navarro_Texas_UnitedStates.Male_Total_Population.data|Navarro_Texas_UnitedStates.Male_Total_Population.missing|Navarro_Texas_UnitedStates.Female_Total_Population.data|Navarro_Texas_UnitedStates.Female_Total_Population.missing|Navarro_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Navarro_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8429.0|0|24313.0|0|25252.0|0|13139.0|0
