|dates|Grant_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grant_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grant_Kansas_UnitedStates.Male_Total_Population.data|Grant_Kansas_UnitedStates.Male_Total_Population.missing|Grant_Kansas_UnitedStates.Female_Total_Population.data|Grant_Kansas_UnitedStates.Female_Total_Population.missing|Grant_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Grant_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1003.0|0|3684.0|0|3652.0|0|2257.0|0
