|dates|Fremont_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fremont_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fremont_Wyoming_UnitedStates.Male_Total_Population.data|Fremont_Wyoming_UnitedStates.Male_Total_Population.missing|Fremont_Wyoming_UnitedStates.Female_Total_Population.data|Fremont_Wyoming_UnitedStates.Female_Total_Population.missing|Fremont_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.data|Fremont_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7222.0|0|19826.0|0|19705.0|0|10104.0|0
