|dates|Bernalillo_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bernalillo_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bernalillo_NewMexico_UnitedStates.Male_Total_Population.data|Bernalillo_NewMexico_UnitedStates.Male_Total_Population.missing|Bernalillo_NewMexico_UnitedStates.Female_Total_Population.data|Bernalillo_NewMexico_UnitedStates.Female_Total_Population.missing|Bernalillo_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|Bernalillo_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|111216.0|0|332972.0|0|345729.0|0|147370.0|0
