|dates|St.Louis_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.Louis_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.Louis_Missouri_UnitedStates.Male_Total_Population.data|St.Louis_Missouri_UnitedStates.Male_Total_Population.missing|St.Louis_Missouri_UnitedStates.Female_Total_Population.data|St.Louis_Missouri_UnitedStates.Female_Total_Population.missing|St.Louis_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|St.Louis_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|41490.0|0|146552.0|0|156286.0|0|57526.0|0
