|dates|Madison_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Madison_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Madison_Illinois_UnitedStates.Male_Total_Population.data|Madison_Illinois_UnitedStates.Male_Total_Population.missing|Madison_Illinois_UnitedStates.Female_Total_Population.data|Madison_Illinois_UnitedStates.Female_Total_Population.missing|Madison_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Madison_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|45485.0|0|128768.0|0|135693.0|0|57756.0|0
