|dates|Nuckolls_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Nuckolls_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Nuckolls_Nebraska_UnitedStates.Male_Total_Population.data|Nuckolls_Nebraska_UnitedStates.Male_Total_Population.missing|Nuckolls_Nebraska_UnitedStates.Female_Total_Population.data|Nuckolls_Nebraska_UnitedStates.Female_Total_Population.missing|Nuckolls_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Nuckolls_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1137.0|0|2085.0|0|2110.0|0|838.0|0
