|dates|Refugio_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Refugio_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Refugio_Texas_UnitedStates.Male_Total_Population.data|Refugio_Texas_UnitedStates.Male_Total_Population.missing|Refugio_Texas_UnitedStates.Female_Total_Population.data|Refugio_Texas_UnitedStates.Female_Total_Population.missing|Refugio_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Refugio_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1590.0|0|3450.0|0|3582.0|0|1595.0|0
