|dates|Lincoln_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lincoln_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lincoln_Arkansas_UnitedStates.Male_Total_Population.data|Lincoln_Arkansas_UnitedStates.Male_Total_Population.missing|Lincoln_Arkansas_UnitedStates.Female_Total_Population.data|Lincoln_Arkansas_UnitedStates.Female_Total_Population.missing|Lincoln_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Lincoln_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2049.0|0|8273.0|0|5110.0|0|2250.0|0
