|dates|Sumter_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sumter_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sumter_SouthCarolina_UnitedStates.Male_Total_Population.data|Sumter_SouthCarolina_UnitedStates.Male_Total_Population.missing|Sumter_SouthCarolina_UnitedStates.Female_Total_Population.data|Sumter_SouthCarolina_UnitedStates.Female_Total_Population.missing|Sumter_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Sumter_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|17516.0|0|51216.0|0|55296.0|0|25354.0|0
