|dates|Clinton_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clinton_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clinton_Ohio_UnitedStates.Male_Total_Population.data|Clinton_Ohio_UnitedStates.Male_Total_Population.missing|Clinton_Ohio_UnitedStates.Female_Total_Population.data|Clinton_Ohio_UnitedStates.Female_Total_Population.missing|Clinton_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Clinton_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7176.0|0|20748.0|0|21309.0|0|9690.0|0
