|dates|Mendocino_California_UnitedStates.BLS_EmployedPopulation.data|Mendocino_California_UnitedStates.BLS_EmployedPopulation.missing|Mendocino_California_UnitedStates.BLS_UnemployedPopulation.data|Mendocino_California_UnitedStates.BLS_UnemployedPopulation.missing|Mendocino_California_UnitedStates.BLS_UnemploymentRate.data|Mendocino_California_UnitedStates.BLS_UnemploymentRate.missing|Mendocino_California_UnitedStates.BLS_LaborForcePopulation.data|Mendocino_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-02|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-03|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-04|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-05|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-06|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-07|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-08|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-09|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-10|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-11|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-12|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-13|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-14|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-15|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-16|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-17|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-18|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-19|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-20|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-21|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-22|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-23|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-24|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-25|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-26|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-27|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-28|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-29|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-30|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-01-31|36380.5|0|1853.5|0|4.847779463304912|0|38234.0|0
0|2020-02-01|36520.0|0|1791.5|0|4.676141628492751|0|38311.5|0
0|2020-02-02|36520.0|0|1791.5|0|4.676141628492751|0|38311.5|0
0|2020-02-03|36520.0|0|1791.5|0|4.676141628492751|0|38311.5|0
0|2020-02-04|36520.0|0|1791.5|0|4.676141628492751|0|38311.5|0
0|2020-02-05|36520.0|0|1791.5|0|4.676141628492751|0|38311.5|0
0|2020-02-06|36520.0|0|1791.5|0|4.676141628492751|0|38311.5|0
0|2020-02-07|36520.0|0|1791.5|0|4.676141628492751|0|38311.5|0
0|2020-02-08|36520.0|0|1791.5|0|4.676141628492751|0|38311.5|0
0|2020-02-09|36520.0|0|1791.5|0|4.676141628492751|0|38311.5|0
0|2020-02-10|36520.0|0|1791.5|0|4.676141628492751|0|38311.5|0
0|2020-02-11|36520.0|0|1791.5|0|4.676141628492751|0|38311.5|0
0|2020-02-12|36520.0|0|1791.5|0|4.676141628492751|0|38311.5|0
0|2020-02-13|36520.0|0|1791.5|0|4.676141628492751|0|38311.5|0
0|2020-02-14|36520.0|0|1791.5|0|4.676141628492751|0|38311.5|0
0|2020-02-15|36520.0|0|1791.5|0|4.676141628492751|0|38311.5|0
0|2020-02-16|36520.0|0|1791.5|0|4.676141628492751|0|38311.5|0
0|2020-02-17|36520.0|0|1791.5|0|4.676141628492751|0|38311.5|0
