|dates|Gasconade_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gasconade_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gasconade_Missouri_UnitedStates.Male_Total_Population.data|Gasconade_Missouri_UnitedStates.Male_Total_Population.missing|Gasconade_Missouri_UnitedStates.Female_Total_Population.data|Gasconade_Missouri_UnitedStates.Female_Total_Population.missing|Gasconade_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Gasconade_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3344.0|0|7340.0|0|7365.0|0|3029.0|0
