|dates|Hamlin_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hamlin_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hamlin_SouthDakota_UnitedStates.Male_Total_Population.data|Hamlin_SouthDakota_UnitedStates.Male_Total_Population.missing|Hamlin_SouthDakota_UnitedStates.Female_Total_Population.data|Hamlin_SouthDakota_UnitedStates.Female_Total_Population.missing|Hamlin_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Hamlin_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-02-18|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-02-19|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-02-20|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-02-21|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-02-22|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-02-23|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-02-24|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-02-25|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-02-26|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-02-27|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-02-28|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-02-29|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-01|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-02|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-03|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-04|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-05|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-06|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-07|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-08|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-09|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-10|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-11|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-12|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-13|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-14|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-15|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-16|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-17|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-18|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-19|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-20|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-21|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-22|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-23|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-24|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-25|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-26|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-27|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-28|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-29|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-30|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-03-31|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-01|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-02|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-03|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-04|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-05|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-06|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-07|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-08|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-09|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-10|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-11|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-12|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-13|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-14|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-15|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-16|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-17|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-18|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-19|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-20|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-21|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-22|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-23|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-24|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-25|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-26|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-27|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-28|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-29|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-04-30|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-01|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-02|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-03|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-04|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-05|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-06|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-07|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-08|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-09|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-10|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-11|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-12|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-13|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-14|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-15|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-16|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-17|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-18|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-19|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-20|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-21|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-22|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-23|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-24|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-25|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-26|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-27|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-28|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-29|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-30|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-05-31|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-01|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-02|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-03|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-04|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-05|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-06|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-07|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-08|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-09|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-10|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-11|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-12|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-13|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-14|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-15|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-16|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-17|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-18|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-19|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-20|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-21|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-22|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-23|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-24|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-25|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-26|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-27|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-28|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-29|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-06-30|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-01|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-02|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-03|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-04|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-05|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-06|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-07|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-08|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-09|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-10|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-11|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-12|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-13|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-14|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-15|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-16|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-17|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-18|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-19|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-20|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-21|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-22|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-23|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-24|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-25|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-26|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-27|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-28|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-29|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-30|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-07-31|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-01|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-02|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-03|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-04|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-05|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-06|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-07|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-08|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-09|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-10|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-11|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-12|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-13|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-14|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-15|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-16|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-17|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-18|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-19|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-20|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-21|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-22|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-23|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-24|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-25|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-26|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-27|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-28|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-29|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-30|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-08-31|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-01|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-02|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-03|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-04|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-05|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-06|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-07|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-08|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-09|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-10|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-11|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-12|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-13|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-14|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-15|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-16|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-17|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-18|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-19|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-20|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-21|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-22|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-23|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-24|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-25|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-26|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-27|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-28|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-29|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-09-30|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-01|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-02|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-03|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-04|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-05|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-06|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-07|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-08|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-09|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-10|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-11|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-12|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-13|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-14|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-15|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-16|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-17|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-18|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-19|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-20|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-21|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-22|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-23|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-24|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-25|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-26|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-27|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-28|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-29|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-30|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-10-31|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-01|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-02|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-03|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-04|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-05|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-06|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-07|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-08|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-09|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-10|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-11|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-12|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-13|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-14|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-15|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-16|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-17|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-18|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-19|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-20|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-21|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-22|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-23|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-24|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-25|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-26|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-27|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-28|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-29|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-11-30|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-01|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-02|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-03|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-04|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-05|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-06|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-07|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-08|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-09|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-10|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-11|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-12|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-13|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-14|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-15|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-16|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-17|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-18|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-19|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-20|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-21|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-22|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-23|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-24|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-25|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-26|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-27|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-28|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-29|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-30|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2020-12-31|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2021-01-01|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2021-01-02|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2021-01-03|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2021-01-04|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2021-01-05|953.0|0|3138.0|0|2973.0|0|1924.0|0
0|2021-01-06|953.0|0|3138.0|0|2973.0|0|1924.0|0
