|dates|Kiowa_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kiowa_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kiowa_Colorado_UnitedStates.Male_Total_Population.data|Kiowa_Colorado_UnitedStates.Male_Total_Population.missing|Kiowa_Colorado_UnitedStates.Female_Total_Population.data|Kiowa_Colorado_UnitedStates.Female_Total_Population.missing|Kiowa_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Kiowa_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|324.0|0|673.0|0|710.0|0|309.0|0
