|dates|Grant_NorthDakota_UnitedStates.BLS_EmployedPopulation.data|Grant_NorthDakota_UnitedStates.BLS_EmployedPopulation.missing|Grant_NorthDakota_UnitedStates.BLS_UnemployedPopulation.data|Grant_NorthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Grant_NorthDakota_UnitedStates.BLS_UnemploymentRate.data|Grant_NorthDakota_UnitedStates.BLS_UnemploymentRate.missing|Grant_NorthDakota_UnitedStates.BLS_LaborForcePopulation.data|Grant_NorthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-02|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-03|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-04|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-05|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-06|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-07|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-08|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-09|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-10|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-11|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-12|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-13|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-14|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-15|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-16|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-17|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-18|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-19|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-20|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-21|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-22|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-23|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-24|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-25|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-26|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-27|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-28|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-29|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-30|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-01-31|1134.5|0|31.5|0|2.7015437392795882|0|1166.0|0
0|2020-02-01|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-02|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-03|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-04|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-05|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-06|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-07|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-08|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-09|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-10|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-11|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-12|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-13|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-14|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-15|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-16|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-17|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-18|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-19|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-20|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-21|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-22|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-23|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-24|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-25|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-26|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-27|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-28|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-02-29|1128.5|0|31.5|0|2.7155172413793105|0|1160.0|0
0|2020-03-01|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-02|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-03|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-04|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-05|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-06|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-07|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-08|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-09|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-10|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-11|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-12|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-13|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-14|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-15|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-16|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-17|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-18|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-19|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-20|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-21|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-22|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-23|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-24|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-25|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-26|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-27|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-28|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-29|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-30|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-03-31|1163.5|0|22.0|0|1.8557570645297343|0|1185.5|0
0|2020-04-01|1137.5|0|47.5|0|4.008438818565401|0|1185.0|0
0|2020-04-02|1137.5|0|47.5|0|4.008438818565401|0|1185.0|0
0|2020-04-03|1137.5|0|47.5|0|4.008438818565401|0|1185.0|0
0|2020-04-04|1137.5|0|47.5|0|4.008438818565401|0|1185.0|0
0|2020-04-05|1137.5|0|47.5|0|4.008438818565401|0|1185.0|0
0|2020-04-06|1137.5|0|47.5|0|4.008438818565401|0|1185.0|0
0|2020-04-07|1137.5|0|47.5|0|4.008438818565401|0|1185.0|0
0|2020-04-08|1137.5|0|47.5|0|4.008438818565401|0|1185.0|0
0|2020-04-09|1137.5|0|47.5|0|4.008438818565401|0|1185.0|0
0|2020-04-10|1137.5|0|47.5|0|4.008438818565401|0|1185.0|0
0|2020-04-11|1137.5|0|47.5|0|4.008438818565401|0|1185.0|0
0|2020-04-12|1137.5|0|47.5|0|4.008438818565401|0|1185.0|0
0|2020-04-13|1137.5|0|47.5|0|4.008438818565401|0|1185.0|0
0|2020-04-14|1137.5|0|47.5|0|4.008438818565401|0|1185.0|0
0|2020-04-15|1137.5|0|47.5|0|4.008438818565401|0|1185.0|0
0|2020-04-16|1137.5|0|47.5|0|4.008438818565401|0|1185.0|0
0|2020-04-17|1137.5|0|47.5|0|4.008438818565401|0|1185.0|0
0|2020-04-18|1137.5|0|47.5|0|4.008438818565401|0|1185.0|0
