|dates|Crawford_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Crawford_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Crawford_Iowa_UnitedStates.Male_Total_Population.data|Crawford_Iowa_UnitedStates.Male_Total_Population.missing|Crawford_Iowa_UnitedStates.Female_Total_Population.data|Crawford_Iowa_UnitedStates.Female_Total_Population.missing|Crawford_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Crawford_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3006.0|0|8767.0|0|8391.0|0|4323.0|0
