|dates|Henry_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Henry_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Henry_Missouri_UnitedStates.Male_Total_Population.data|Henry_Missouri_UnitedStates.Male_Total_Population.missing|Henry_Missouri_UnitedStates.Female_Total_Population.data|Henry_Missouri_UnitedStates.Female_Total_Population.missing|Henry_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Henry_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4738.0|0|10691.0|0|11101.0|0|4795.0|0
