|dates|McPherson_Nebraska_UnitedStates.JHU_ConfirmedCases.data|McPherson_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|McPherson_Nebraska_UnitedStates.NYT_ConfirmedCases.data|McPherson_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|McPherson_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|McPherson_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|McPherson_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|McPherson_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|29.0|0|0.0|100|1.0|0|0.0|100
