|dates|Marion_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marion_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marion_WestVirginia_UnitedStates.Male_Total_Population.data|Marion_WestVirginia_UnitedStates.Male_Total_Population.missing|Marion_WestVirginia_UnitedStates.Female_Total_Population.data|Marion_WestVirginia_UnitedStates.Female_Total_Population.missing|Marion_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Marion_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10963.0|0|27692.0|0|28405.0|0|11260.0|0
