|dates|JeffersonDavis_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|JeffersonDavis_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|JeffersonDavis_Mississippi_UnitedStates.Male_Total_Population.data|JeffersonDavis_Mississippi_UnitedStates.Male_Total_Population.missing|JeffersonDavis_Mississippi_UnitedStates.Female_Total_Population.data|JeffersonDavis_Mississippi_UnitedStates.Female_Total_Population.missing|JeffersonDavis_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|JeffersonDavis_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2550.0|0|5315.0|0|5919.0|0|2215.0|0
