|dates|Winnebago_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Winnebago_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Winnebago_Iowa_UnitedStates.Male_Total_Population.data|Winnebago_Iowa_UnitedStates.Male_Total_Population.missing|Winnebago_Iowa_UnitedStates.Female_Total_Population.data|Winnebago_Iowa_UnitedStates.Female_Total_Population.missing|Winnebago_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Winnebago_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2263.0|0|5185.0|0|5333.0|0|2319.0|0
