|dates|Stearns_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stearns_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stearns_Minnesota_UnitedStates.Male_Total_Population.data|Stearns_Minnesota_UnitedStates.Male_Total_Population.missing|Stearns_Minnesota_UnitedStates.Female_Total_Population.data|Stearns_Minnesota_UnitedStates.Female_Total_Population.missing|Stearns_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Stearns_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|24079.0|0|80406.0|0|78850.0|0|36701.0|0
