|dates|Anderson_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Anderson_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Anderson_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Anderson_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Anderson_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Anderson_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Anderson_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Anderson_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-02|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-03|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-04|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-05|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-06|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-07|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-08|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-09|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-10|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-11|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-12|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-13|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-14|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-15|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-16|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-17|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-18|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-19|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-20|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-21|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-22|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-23|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-24|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-25|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-26|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-27|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-28|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-29|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-30|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-01-31|11550.0|0|512.0|0|4.2447355330790915|0|12062.0|0
0|2020-02-01|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-02|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-03|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-04|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-05|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-06|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-07|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-08|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-09|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-10|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-11|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-12|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-13|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-14|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-15|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-16|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-17|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-18|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-19|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-20|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-21|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-22|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-23|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-24|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-25|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-26|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-27|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-28|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-02-29|11766.0|0|480.5|0|3.92356999959172|0|12246.5|0
0|2020-03-01|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-02|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-03|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-04|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-05|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-06|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-07|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-08|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-09|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-10|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-11|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-12|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-13|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-14|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-15|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-16|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-17|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-18|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-19|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-20|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-21|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-22|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-23|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-24|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-25|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-26|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
0|2020-03-27|11492.5|0|573.0|0|4.749077949525507|0|12065.5|0
