|dates|Hillsborough_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hillsborough_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hillsborough_Florida_UnitedStates.Male_Total_Population.data|Hillsborough_Florida_UnitedStates.Male_Total_Population.missing|Hillsborough_Florida_UnitedStates.Female_Total_Population.data|Hillsborough_Florida_UnitedStates.Female_Total_Population.missing|Hillsborough_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Hillsborough_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|205315.0|0|702940.0|0|733948.0|0|323986.0|0
