|dates|Daviess_Indiana_UnitedStates.AveragePrecipitationTotal.data|Daviess_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Daviess_Indiana_UnitedStates.AveragePrecipitation.data|Daviess_Indiana_UnitedStates.AveragePrecipitation.missing|Daviess_Indiana_UnitedStates.AverageWindDirection.data|Daviess_Indiana_UnitedStates.AverageWindDirection.missing|Daviess_Indiana_UnitedStates.AverageWindSpeed.data|Daviess_Indiana_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|206.97916666666666|0|9.260416666666666|0
0|2020-01-02|0.0|0|0.005625000000000001|0|167.91666666666666|0|9.338541666666666|0
0|2020-01-03|0.012291666666666666|0|0.01208333333333334|0|188.125|0|4.020833333333333|0
0|2020-01-04|0.00020833333333333335|0|0.0|0|299.2708333333333|0|10.166666666666666|0
0|2020-01-05|0.0|0|0.0|0|203.64583333333334|0|8.8125|0
0|2020-01-06|0.0|0|0.0|0|146.45833333333334|0|2.78125|0
0|2020-01-07|0.0|0|0.0|0|161.14583333333334|0|6.135416666666667|0
0|2020-01-08|0.0|0|0.0|0|191.25|0|6.052083333333333|0
0|2020-01-09|0.0|0|0.0|0|167.1875|0|14.953125|0
0|2020-01-10|0.02291666666666667|0|0.05552083333333326|0|168.125|0|14.458333333333334|0
0|2020-01-11|0.015833333333333335|0|0.04874999999999994|0|225.625|0|15.083333333333334|0
0|2020-01-12|0.030416666666666665|0|0.0|0|164.6875|0|5.427083333333333|0
0|2020-01-13|0.0|0|0.0|0|129.0625|0|4.3125|0
0|2020-01-14|0.0|0|0.0|0|95.20833333333333|0|3.1666666666666665|0
0|2020-01-15|0.0|0|0.0|0|187.5|0|5.90625|0
0|2020-01-16|0.0|0|0.0|0|296.7708333333333|0|11.020833333333334|0
0|2020-01-17|0.0|0|0.00010416666666666667|0|90.41666666666667|0|11.541666666666666|0
0|2020-01-18|0.006666666666666667|0|0.01708333333333334|0|225.3125|0|15.625|0
0|2020-01-19|0.005416666666666667|0|0.0|0|311.6666666666667|0|14.145833333333334|0
0|2020-01-20|0.0|0|0.0|0|252.1875|0|5.489583333333333|0
0|2020-01-21|0.0|0|0.0|0|129.6875|0|2.4895833333333335|0
0|2020-01-22|0.0|0|0.0|0|113.125|0|4.104166666666667|0
0|2020-01-23|0.0|0|0.0|0|140.52083333333334|0|7.041666666666667|0
0|2020-01-24|0.0|0|0.0|0|193.38541666666666|0|5.739583333333333|0
0|2020-01-25|0.0|0|0.0|0|252.08333333333334|0|12.510416666666666|0
0|2020-01-26|0.0|0|0.0|0|173.95833333333334|0|3.7395833333333335|0
0|2020-01-27|0.0|0|0.0|0|279.375|0|5.760416666666667|0
0|2020-01-28|0.0|0|0.0|0|181.77083333333334|0|3.1666666666666665|0
0|2020-01-29|0.0|0|0.0|0|38.333333333333336|0|3.03125|0
0|2020-01-30|0.0|0|0.0|0|26.875|0|0.7083333333333334|0
