|dates|Long_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Long_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Long_Georgia_UnitedStates.Male_Total_Population.data|Long_Georgia_UnitedStates.Male_Total_Population.missing|Long_Georgia_UnitedStates.Female_Total_Population.data|Long_Georgia_UnitedStates.Female_Total_Population.missing|Long_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Long_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1831.0|0|9583.0|0|9415.0|0|5141.0|0
