|dates|Mason_Texas_UnitedStates.BLS_EmployedPopulation.data|Mason_Texas_UnitedStates.BLS_EmployedPopulation.missing|Mason_Texas_UnitedStates.BLS_UnemployedPopulation.data|Mason_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Mason_Texas_UnitedStates.BLS_UnemploymentRate.data|Mason_Texas_UnitedStates.BLS_UnemploymentRate.missing|Mason_Texas_UnitedStates.BLS_LaborForcePopulation.data|Mason_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-02|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-03|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-04|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-05|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-06|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-07|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-08|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-09|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-10|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-11|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-12|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-13|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-14|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-15|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-16|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-17|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-18|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-19|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-20|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-21|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-22|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-23|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-24|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-25|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-26|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-27|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-28|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-29|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-30|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-01-31|1692.5|0|62.0|0|3.5337703049301794|0|1754.5|0
0|2020-02-01|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-02|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-03|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-04|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-05|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-06|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-07|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-08|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-09|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-10|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-11|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-12|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-13|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-14|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-15|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-16|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-17|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-18|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-19|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-20|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-21|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-22|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-23|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-24|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-25|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-26|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-27|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-28|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-02-29|1718.5|0|58.5|0|3.29206527855937|0|1777.0|0
0|2020-03-01|1684.5|0|85.0|0|4.803616840915513|0|1769.5|0
0|2020-03-02|1684.5|0|85.0|0|4.803616840915513|0|1769.5|0
0|2020-03-03|1684.5|0|85.0|0|4.803616840915513|0|1769.5|0
0|2020-03-04|1684.5|0|85.0|0|4.803616840915513|0|1769.5|0
0|2020-03-05|1684.5|0|85.0|0|4.803616840915513|0|1769.5|0
0|2020-03-06|1684.5|0|85.0|0|4.803616840915513|0|1769.5|0
0|2020-03-07|1684.5|0|85.0|0|4.803616840915513|0|1769.5|0
0|2020-03-08|1684.5|0|85.0|0|4.803616840915513|0|1769.5|0
0|2020-03-09|1684.5|0|85.0|0|4.803616840915513|0|1769.5|0
0|2020-03-10|1684.5|0|85.0|0|4.803616840915513|0|1769.5|0
0|2020-03-11|1684.5|0|85.0|0|4.803616840915513|0|1769.5|0
0|2020-03-12|1684.5|0|85.0|0|4.803616840915513|0|1769.5|0
0|2020-03-13|1684.5|0|85.0|0|4.803616840915513|0|1769.5|0
0|2020-03-14|1684.5|0|85.0|0|4.803616840915513|0|1769.5|0
0|2020-03-15|1684.5|0|85.0|0|4.803616840915513|0|1769.5|0
0|2020-03-16|1684.5|0|85.0|0|4.803616840915513|0|1769.5|0
0|2020-03-17|1684.5|0|85.0|0|4.803616840915513|0|1769.5|0
