|dates|Sharp_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sharp_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sharp_Arkansas_UnitedStates.Male_Total_Population.data|Sharp_Arkansas_UnitedStates.Male_Total_Population.missing|Sharp_Arkansas_UnitedStates.Female_Total_Population.data|Sharp_Arkansas_UnitedStates.Female_Total_Population.missing|Sharp_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Sharp_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4530.0|0|8570.0|0|8796.0|0|3572.0|0
