|dates|Williamsburg_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Williamsburg_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Williamsburg_Virginia_UnitedStates.Male_Total_Population.data|Williamsburg_Virginia_UnitedStates.Male_Total_Population.missing|Williamsburg_Virginia_UnitedStates.Female_Total_Population.data|Williamsburg_Virginia_UnitedStates.Female_Total_Population.missing|Williamsburg_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Williamsburg_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2432.0|0|6853.0|0|8043.0|0|1712.0|0
