|dates|Jefferson_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Tennessee_UnitedStates.Male_Total_Population.data|Jefferson_Tennessee_UnitedStates.Male_Total_Population.missing|Jefferson_Tennessee_UnitedStates.Female_Total_Population.data|Jefferson_Tennessee_UnitedStates.Female_Total_Population.missing|Jefferson_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10818.0|0|26586.0|0|27426.0|0|10618.0|0
