|dates|Hitchcock_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hitchcock_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hitchcock_Nebraska_UnitedStates.Male_Total_Population.data|Hitchcock_Nebraska_UnitedStates.Male_Total_Population.missing|Hitchcock_Nebraska_UnitedStates.Female_Total_Population.data|Hitchcock_Nebraska_UnitedStates.Female_Total_Population.missing|Hitchcock_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Hitchcock_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-04-04|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-05|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-06|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-07|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-08|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-09|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-10|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-11|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-12|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-13|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-14|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-15|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-16|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-17|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-18|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-19|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-20|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-21|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-22|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-23|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-24|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-25|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-26|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-27|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-28|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-29|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-04-30|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-01|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-02|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-03|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-04|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-05|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-06|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-07|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-08|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-09|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-10|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-11|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-12|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-13|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-14|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-15|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-16|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-17|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-18|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-19|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-20|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-21|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-22|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-23|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-24|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-25|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-26|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-27|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-28|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-29|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-30|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-05-31|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-01|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-02|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-03|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-04|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-05|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-06|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-07|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-08|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-09|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-10|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-11|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-12|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-13|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-14|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-15|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-16|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-17|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-18|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-19|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-20|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-21|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-22|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-23|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-24|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-25|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-26|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-27|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-28|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-29|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-06-30|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-01|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-02|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-03|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-04|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-05|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-06|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-07|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-08|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-09|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-10|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-11|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-12|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-13|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-14|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-15|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-16|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-17|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-18|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-19|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-20|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-21|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-22|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-23|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-24|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-25|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-26|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-27|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-28|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-29|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-30|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-07-31|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-01|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-02|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-03|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-04|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-05|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-06|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-07|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-08|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-09|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-10|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-11|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-12|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-13|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-14|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-15|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-16|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-17|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-18|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-19|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-20|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-21|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-22|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-23|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-24|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-25|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-26|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-27|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-28|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-29|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-30|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-08-31|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-01|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-02|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-03|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-04|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-05|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-06|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-07|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-08|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-09|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-10|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-11|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-12|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-13|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-14|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-15|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-16|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-17|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-18|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-19|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-20|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-21|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-22|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-23|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-24|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-25|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-26|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-27|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-28|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-29|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-09-30|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-01|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-02|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-03|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-04|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-05|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-06|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-07|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-08|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-09|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-10|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-11|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-12|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-13|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-14|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-15|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-16|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-17|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-18|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-19|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-20|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-21|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-22|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-23|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-24|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-25|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-26|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-27|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-28|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-29|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-30|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-10-31|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-01|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-02|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-03|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-04|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-05|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-06|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-07|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-08|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-09|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-10|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-11|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-12|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-13|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-14|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-15|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-16|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-17|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-18|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-19|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-20|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-21|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-22|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-23|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-24|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-25|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-26|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-27|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-28|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-29|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-11-30|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-01|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-02|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-03|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-04|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-05|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-06|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-07|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-08|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-09|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-10|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-11|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-12|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-13|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-14|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-15|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-16|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-17|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-18|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-19|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-20|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-21|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-22|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-23|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-24|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-25|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-26|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-27|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-28|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-29|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-30|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2020-12-31|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2021-01-01|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2021-01-02|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2021-01-03|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2021-01-04|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2021-01-05|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2021-01-06|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2021-01-07|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2021-01-08|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2021-01-09|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2021-01-10|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2021-01-11|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2021-01-12|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2021-01-13|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2021-01-14|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2021-01-15|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2021-01-16|711.0|0|1413.0|0|1393.0|0|640.0|0
0|2021-01-17|711.0|0|1413.0|0|1393.0|0|640.0|0
