|dates|Washington_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Iowa_UnitedStates.Male_Total_Population.data|Washington_Iowa_UnitedStates.Male_Total_Population.missing|Washington_Iowa_UnitedStates.Female_Total_Population.data|Washington_Iowa_UnitedStates.Female_Total_Population.missing|Washington_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4272.0|0|10939.0|0|11202.0|0|5493.0|0
