|dates|Hitchcock_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Hitchcock_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Hitchcock_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Hitchcock_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Hitchcock_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Hitchcock_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Hitchcock_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Hitchcock_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|255.0|0|0.0|100|5.0|0|0.0|100
