|dates|Buchanan_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Buchanan_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Buchanan_Missouri_UnitedStates.Male_Total_Population.data|Buchanan_Missouri_UnitedStates.Male_Total_Population.missing|Buchanan_Missouri_UnitedStates.Female_Total_Population.data|Buchanan_Missouri_UnitedStates.Female_Total_Population.missing|Buchanan_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Buchanan_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14275.0|0|44705.0|0|43866.0|0|19933.0|0
