|dates|GrandForks_NorthDakota_UnitedStates.BLS_EmployedPopulation.data|GrandForks_NorthDakota_UnitedStates.BLS_EmployedPopulation.missing|GrandForks_NorthDakota_UnitedStates.BLS_UnemployedPopulation.data|GrandForks_NorthDakota_UnitedStates.BLS_UnemployedPopulation.missing|GrandForks_NorthDakota_UnitedStates.BLS_UnemploymentRate.data|GrandForks_NorthDakota_UnitedStates.BLS_UnemploymentRate.missing|GrandForks_NorthDakota_UnitedStates.BLS_LaborForcePopulation.data|GrandForks_NorthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-02|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-03|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-04|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-05|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-06|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-07|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-08|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-09|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-10|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-11|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-12|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-13|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-14|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-15|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-16|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-17|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-18|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-19|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-20|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-21|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-22|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-23|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-24|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-25|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-26|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-27|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-28|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-29|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-30|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-01-31|36121.0|0|850.0|0|2.2990992940412758|0|36971.0|0
0|2020-02-01|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-02|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-03|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-04|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-05|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-06|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-07|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-08|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-09|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-10|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-11|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-12|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-13|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-14|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-15|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-16|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-17|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-18|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-19|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-20|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-21|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-22|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-23|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-24|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-25|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-26|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-27|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-28|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-02-29|36186.5|0|870.0|0|2.3477662488362365|0|37056.5|0
0|2020-03-01|35822.0|0|977.0|0|2.6549634500937525|0|36799.0|0
0|2020-03-02|35822.0|0|977.0|0|2.6549634500937525|0|36799.0|0
0|2020-03-03|35822.0|0|977.0|0|2.6549634500937525|0|36799.0|0
0|2020-03-04|35822.0|0|977.0|0|2.6549634500937525|0|36799.0|0
0|2020-03-05|35822.0|0|977.0|0|2.6549634500937525|0|36799.0|0
0|2020-03-06|35822.0|0|977.0|0|2.6549634500937525|0|36799.0|0
0|2020-03-07|35822.0|0|977.0|0|2.6549634500937525|0|36799.0|0
0|2020-03-08|35822.0|0|977.0|0|2.6549634500937525|0|36799.0|0
0|2020-03-09|35822.0|0|977.0|0|2.6549634500937525|0|36799.0|0
0|2020-03-10|35822.0|0|977.0|0|2.6549634500937525|0|36799.0|0
0|2020-03-11|35822.0|0|977.0|0|2.6549634500937525|0|36799.0|0
0|2020-03-12|35822.0|0|977.0|0|2.6549634500937525|0|36799.0|0
0|2020-03-13|35822.0|0|977.0|0|2.6549634500937525|0|36799.0|0
